timestamp,step,loss,perplexity,learning_rate,tokens_per_sec,tokens_total,tokens_billions,elapsed_hours,val_loss
2026-02-20T17:35:40.490328,18100,3.714146,41.02,2.000000e-04,25962,444825600,0.4448,4.7593,
2026-02-20T17:36:25.771782,18150,3.691968,40.12,2.000000e-04,25965,446054400,0.4461,4.7719,
2026-02-20T17:37:10.681322,18200,3.708829,40.81,2.000000e-04,25969,447283200,0.4473,4.7844,
2026-02-20T17:37:55.274062,18250,3.721214,41.31,2.000000e-04,25973,448512000,0.4485,4.7967,
2026-02-20T17:38:39.974371,18300,3.701813,40.52,2.000000e-04,25977,449740800,0.4497,4.8092,
2026-02-20T17:39:25.356051,18350,3.692049,40.13,2.000000e-04,25980,450969600,0.4510,4.8218,
2026-02-20T17:40:10.004384,18400,3.698485,40.39,2.000000e-04,25984,452198400,0.4522,4.8342,
2026-02-20T17:40:54.706682,18450,3.669347,39.23,2.000000e-04,25988,453427200,0.4534,4.8466,
2026-02-20T17:41:39.530006,18500,3.651655,38.54,2.000000e-04,25991,454656000,0.4547,4.8590,
2026-02-20T17:41:40.684977,18500,3.651655,38.54,2.000000e-04,25990,454656000,0.4547,4.8594,3.608321
2026-02-20T17:42:28.348659,18550,3.676922,39.52,2.000000e-04,25989,455884800,0.4559,4.8726,
2026-02-20T17:43:13.096081,18600,3.670512,39.27,2.000000e-04,25993,457113600,0.4571,4.8850,
2026-02-20T17:43:57.947798,18650,3.663118,38.98,2.000000e-04,25996,458342400,0.4583,4.8975,
2026-02-20T17:44:42.739976,18700,3.670252,39.26,2.000000e-04,26000,459571200,0.4596,4.9099,
2026-02-20T17:45:28.218018,18750,3.652203,38.56,2.000000e-04,26003,460800000,0.4608,4.9226,
2026-02-20T17:46:13.044526,18800,3.662244,38.95,2.000000e-04,26006,462028800,0.4620,4.9350,
2026-02-20T17:46:57.851366,18850,3.697494,40.35,2.000000e-04,26010,463257600,0.4633,4.9475,
2026-02-20T17:47:42.660109,18900,3.694966,40.24,2.000000e-04,26013,464486400,0.4645,4.9599,
2026-02-20T17:48:27.983703,18950,3.717927,41.18,2.000000e-04,26016,465715200,0.4657,4.9725,
2026-02-20T17:49:12.841588,19000,3.723489,41.41,2.000000e-04,26020,466944000,0.4669,4.9850,
2026-02-20T17:49:13.997427,19000,3.723489,41.41,2.000000e-04,26018,466944000,0.4669,4.9853,3.596560
2026-02-20T17:50:36.788686,19050,3.713240,40.99,2.000000e-04,25967,468172800,0.4682,5.0083,
2026-02-20T17:51:21.282252,19100,3.723001,41.39,2.000000e-04,25971,469401600,0.4694,5.0206,
2026-02-20T17:52:06.081450,19150,3.693840,40.20,2.000000e-04,25974,470630400,0.4706,5.0331,
2026-02-20T17:52:50.855988,19200,3.694926,40.24,2.000000e-04,25978,471859200,0.4719,5.0455,
2026-02-20T17:53:35.774400,19250,3.777248,43.70,2.000000e-04,25981,473088000,0.4731,5.0580,
2026-02-20T17:54:20.523508,19300,3.788706,44.20,2.000000e-04,25985,474316800,0.4743,5.0704,
2026-02-20T17:55:06.182584,19350,3.734249,41.86,2.000000e-04,25987,475545600,0.4755,5.0831,
2026-02-20T17:55:51.019445,19400,3.708995,40.81,2.000000e-04,25991,476774400,0.4768,5.0956,
2026-02-20T17:56:35.874202,19450,3.699101,40.41,2.000000e-04,25994,478003200,0.4780,5.1080,
2026-02-20T17:57:20.871642,19500,3.720363,41.28,2.000000e-04,25997,479232000,0.4792,5.1205,
2026-02-20T17:57:22.030932,19500,3.720363,41.28,2.000000e-04,25996,479232000,0.4792,5.1208,3.599008
2026-02-20T17:58:10.804423,19550,3.708613,40.80,2.000000e-04,25994,480460800,0.4805,5.1344,
2026-02-20T17:58:55.609785,19600,3.675180,39.46,2.000000e-04,25997,481689600,0.4817,5.1468,
2026-02-20T17:59:40.597944,19650,3.670150,39.26,2.000000e-04,26000,482918400,0.4829,5.1593,
2026-02-20T18:00:25.459970,19700,3.675432,39.47,2.000000e-04,26004,484147200,0.4841,5.1718,
2026-02-20T18:01:10.246078,19750,3.668958,39.21,2.000000e-04,26007,485376000,0.4854,5.1842,
2026-02-20T18:01:55.047539,19800,3.689340,40.02,2.000000e-04,26010,486604800,0.4866,5.1967,
2026-02-20T18:02:39.851028,19850,3.700373,40.46,2.000000e-04,26014,487833600,0.4878,5.2091,
2026-02-20T18:03:24.556394,19900,3.674289,39.42,2.000000e-04,26017,489062400,0.4891,5.2215,
2026-02-20T18:04:09.224712,19950,3.663199,38.99,2.000000e-04,26021,490291200,0.4903,5.2340,
2026-02-20T18:04:54.777547,20000,3.674286,39.42,2.000000e-04,26023,491520000,0.4915,5.2466,
2026-02-20T18:04:55.929602,20000,3.674286,39.42,2.000000e-04,26022,491520000,0.4915,5.2469,3.586053
2026-02-20T18:06:19.058001,20050,3.671449,39.31,2.000000e-04,25972,492748800,0.4927,5.2700,
2026-02-20T18:07:03.486842,20100,3.658538,38.80,2.000000e-04,25976,493977600,0.4940,5.2824,
2026-02-20T18:07:47.997803,20150,3.639424,38.07,2.000000e-04,25980,495206400,0.4952,5.2947,
2026-02-20T18:08:33.125720,20200,3.604912,36.78,2.000000e-04,25983,496435200,0.4964,5.3073,
2026-02-20T18:09:17.891892,20250,3.613463,37.09,2.000000e-04,25986,497664000,0.4977,5.3197,
2026-02-20T18:10:02.510445,20300,3.635308,37.91,2.000000e-04,25990,498892800,0.4989,5.3321,
